raceId;year;round;name;date;time;url;circuitId
225;1996;2;Brazilian Grand Prix;1996-03-31;\N;http://en.wikipedia.org/wiki/1996_Brazilian_Grand_Prix;18
226;1996;3;Argentine Grand Prix;1996-04-07;\N;http://en.wikipedia.org/wiki/1996_Argentine_Grand_Prix;25
227;1996;4;European Grand Prix;1996-04-28;\N;http://en.wikipedia.org/wiki/1996_European_Grand_Prix;20
228;1996;5;San Marino Grand Prix;1996-05-05;\N;http://en.wikipedia.org/wiki/1996_San_Marino_Grand_Prix;21
229;1996;6;Monaco Grand Prix;1996-05-19;\N;http://en.wikipedia.org/wiki/1996_Monaco_Grand_Prix;6
230;1996;7;Spanish Grand Prix;1996-06-02;\N;http://en.wikipedia.org/wiki/1996_Spanish_Grand_Prix;4
231;1996;8;Canadian Grand Prix;1996-06-16;\N;http://en.wikipedia.org/wiki/1996_Canadian_Grand_Prix;7
232;1996;9;French Grand Prix;1996-06-30;\N;http://en.wikipedia.org/wiki/1996_French_Grand_Prix;8
233;1996;10;British Grand Prix;1996-07-14;\N;http://en.wikipedia.org/wiki/1996_British_Grand_Prix;9
234;1996;11;German Grand Prix;1996-07-28;\N;http://en.wikipedia.org/wiki/1996_German_Grand_Prix;10
235;1996;12;Hungarian Grand Prix;1996-08-11;\N;http://en.wikipedia.org/wiki/1996_Hungarian_Grand_Prix;11
236;1996;13;Belgian Grand Prix;1996-08-25;\N;http://en.wikipedia.org/wiki/1996_Belgian_Grand_Prix;13
237;1996;14;Italian Grand Prix;1996-09-08;\N;http://en.wikipedia.org/wiki/1996_Italian_Grand_Prix;14
238;1996;15;Portuguese Grand Prix;1996-09-22;\N;http://en.wikipedia.org/wiki/1996_Portuguese_Grand_Prix;27
239;1996;16;Japanese Grand Prix;1996-10-13;\N;http://en.wikipedia.org/wiki/1996_Japanese_Grand_Prix;22
240;1995;1;Brazilian Grand Prix;1995-03-26;\N;http://en.wikipedia.org/wiki/1995_Brazilian_Grand_Prix;18
241;1995;2;Argentine Grand Prix;1995-04-09;\N;http://en.wikipedia.org/wiki/1995_Argentine_Grand_Prix;25
242;1995;3;San Marino Grand Prix;1995-04-30;\N;http://en.wikipedia.org/wiki/1995_San_Marino_Grand_Prix;21
243;1995;4;Spanish Grand Prix;1995-05-14;\N;http://en.wikipedia.org/wiki/1995_Spanish_Grand_Prix;4
244;1995;5;Monaco Grand Prix;1995-05-28;\N;http://en.wikipedia.org/wiki/1995_Monaco_Grand_Prix;6
245;1995;6;Canadian Grand Prix;1995-06-11;\N;http://en.wikipedia.org/wiki/1995_Canadian_Grand_Prix;7
246;1995;7;French Grand Prix;1995-07-02;\N;http://en.wikipedia.org/wiki/1995_French_Grand_Prix;8
247;1995;8;British Grand Prix;1995-07-16;\N;http://en.wikipedia.org/wiki/1995_British_Grand_Prix;9
248;1995;9;German Grand Prix;1995-07-30;\N;http://en.wikipedia.org/wiki/1995_German_Grand_Prix;10
249;1995;10;Hungarian Grand Prix;1995-08-13;\N;http://en.wikipedia.org/wiki/1995_Hungarian_Grand_Prix;11
250;1995;11;Belgian Grand Prix;1995-08-27;\N;http://en.wikipedia.org/wiki/1995_Belgian_Grand_Prix;13
251;1995;12;Italian Grand Prix;1995-09-10;\N;http://en.wikipedia.org/wiki/1995_Italian_Grand_Prix;14
252;1995;13;Portuguese Grand Prix;1995-09-24;\N;http://en.wikipedia.org/wiki/1995_Portuguese_Grand_Prix;27
253;1995;14;European Grand Prix;1995-10-01;\N;http://en.wikipedia.org/wiki/1995_European_Grand_Prix;20
254;1995;15;Pacific Grand Prix;1995-10-22;\N;http://en.wikipedia.org/wiki/1995_Pacific_Grand_Prix;28
255;1995;16;Japanese Grand Prix;1995-10-29;\N;http://en.wikipedia.org/wiki/1995_Japanese_Grand_Prix;22
256;1995;17;Australian Grand Prix;1995-11-12;\N;http://en.wikipedia.org/wiki/1995_Australian_Grand_Prix;29
257;1994;1;Brazilian Grand Prix;1994-03-27;\N;http://en.wikipedia.org/wiki/1994_Brazilian_Grand_Prix;18
258;1994;2;Pacific Grand Prix;1994-04-17;\N;http://en.wikipedia.org/wiki/1994_Pacific_Grand_Prix;28
259;1994;3;San Marino Grand Prix;1994-05-01;\N;http://en.wikipedia.org/wiki/1994_San_Marino_Grand_Prix;21
260;1994;4;Monaco Grand Prix;1994-05-15;\N;http://en.wikipedia.org/wiki/1994_Monaco_Grand_Prix;6
261;1994;5;Spanish Grand Prix;1994-05-29;\N;http://en.wikipedia.org/wiki/1994_Spanish_Grand_Prix;4
262;1994;6;Canadian Grand Prix;1994-06-12;\N;http://en.wikipedia.org/wiki/1994_Canadian_Grand_Prix;7
263;1994;7;French Grand Prix;1994-07-03;\N;http://en.wikipedia.org/wiki/1994_French_Grand_Prix;8
264;1994;8;British Grand Prix;1994-07-10;\N;http://en.wikipedia.org/wiki/1994_British_Grand_Prix;9
265;1994;9;German Grand Prix;1994-07-31;\N;http://en.wikipedia.org/wiki/1994_German_Grand_Prix;10
266;1994;10;Hungarian Grand Prix;1994-08-14;\N;http://en.wikipedia.org/wiki/1994_Hungarian_Grand_Prix;11
267;1994;11;Belgian Grand Prix;1994-08-28;\N;http://en.wikipedia.org/wiki/1994_Belgian_Grand_Prix;13
268;1994;12;Italian Grand Prix;1994-09-11;\N;http://en.wikipedia.org/wiki/1994_Italian_Grand_Prix;14
269;1994;13;Portuguese Grand Prix;1994-09-25;\N;http://en.wikipedia.org/wiki/1994_Portuguese_Grand_Prix;27
270;1994;14;European Grand Prix;1994-10-16;\N;http://en.wikipedia.org/wiki/1994_European_Grand_Prix;26
271;1994;15;Japanese Grand Prix;1994-11-06;\N;http://en.wikipedia.org/wiki/1994_Japanese_Grand_Prix;22
272;1994;16;Australian Grand Prix;1994-11-13;\N;http://en.wikipedia.org/wiki/1994_Australian_Grand_Prix;29
273;1993;1;South African Grand Prix;1993-03-14;\N;http://en.wikipedia.org/wiki/1993_South_African_Grand_Prix;30
274;1993;2;Brazilian Grand Prix;1993-03-28;\N;http://en.wikipedia.org/wiki/1993_Brazilian_Grand_Prix;18
275;1993;3;European Grand Prix;1993-04-11;\N;http://en.wikipedia.org/wiki/1993_European_Grand_Prix;31
276;1993;4;San Marino Grand Prix;1993-04-25;\N;http://en.wikipedia.org/wiki/1993_San_Marino_Grand_Prix;21
277;1993;5;Spanish Grand Prix;1993-05-09;\N;http://en.wikipedia.org/wiki/1993_Spanish_Grand_Prix;4
278;1993;6;Monaco Grand Prix;1993-05-23;\N;http://en.wikipedia.org/wiki/1993_Monaco_Grand_Prix;6
279;1993;7;Canadian Grand Prix;1993-06-13;\N;http://en.wikipedia.org/wiki/1993_Canadian_Grand_Prix;7
280;1993;8;French Grand Prix;1993-07-04;\N;http://en.wikipedia.org/wiki/1993_French_Grand_Prix;8
281;1993;9;British Grand Prix;1993-07-11;\N;http://en.wikipedia.org/wiki/1993_British_Grand_Prix;9
282;1993;10;German Grand Prix;1993-07-25;\N;http://en.wikipedia.org/wiki/1993_German_Grand_Prix;10
283;1993;11;Hungarian Grand Prix;1993-08-15;\N;http://en.wikipedia.org/wiki/1993_Hungarian_Grand_Prix;11
284;1993;12;Belgian Grand Prix;1993-08-29;\N;http://en.wikipedia.org/wiki/1993_Belgian_Grand_Prix;13
285;1993;13;Italian Grand Prix;1993-09-12;\N;http://en.wikipedia.org/wiki/1993_Italian_Grand_Prix;14
286;1993;14;Portuguese Grand Prix;1993-09-26;\N;http://en.wikipedia.org/wiki/1993_Portuguese_Grand_Prix;27
287;1993;15;Japanese Grand Prix;1993-10-24;\N;http://en.wikipedia.org/wiki/1993_Japanese_Grand_Prix;22
288;1993;16;Australian Grand Prix;1993-11-07;\N;http://en.wikipedia.org/wiki/1993_Australian_Grand_Prix;29
289;1992;1;South African Grand Prix;1992-03-01;\N;http://en.wikipedia.org/wiki/1992_South_African_Grand_Prix;30
290;1992;2;Mexican Grand Prix;1992-03-22;\N;http://en.wikipedia.org/wiki/1992_Mexican_Grand_Prix;32
291;1992;3;Brazilian Grand Prix;1992-04-05;\N;http://en.wikipedia.org/wiki/1992_Brazilian_Grand_Prix;18
292;1992;4;Spanish Grand Prix;1992-05-03;\N;http://en.wikipedia.org/wiki/1992_Spanish_Grand_Prix;4
293;1992;5;San Marino Grand Prix;1992-05-17;\N;http://en.wikipedia.org/wiki/1992_San_Marino_Grand_Prix;21
294;1992;6;Monaco Grand Prix;1992-05-31;\N;http://en.wikipedia.org/wiki/1992_Monaco_Grand_Prix;6
295;1992;7;Canadian Grand Prix;1992-06-14;\N;http://en.wikipedia.org/wiki/1992_Canadian_Grand_Prix;7
296;1992;8;French Grand Prix;1992-07-05;\N;http://en.wikipedia.org/wiki/1992_French_Grand_Prix;8
297;1992;9;British Grand Prix;1992-07-12;\N;http://en.wikipedia.org/wiki/1992_British_Grand_Prix;9
298;1992;10;German Grand Prix;1992-07-26;\N;http://en.wikipedia.org/wiki/1992_German_Grand_Prix;10
299;1992;11;Hungarian Grand Prix;1992-08-16;\N;http://en.wikipedia.org/wiki/1992_Hungarian_Grand_Prix;11
300;1992;12;Belgian Grand Prix;1992-08-30;\N;http://en.wikipedia.org/wiki/1992_Belgian_Grand_Prix;13
301;1992;13;Italian Grand Prix;1992-09-13;\N;http://en.wikipedia.org/wiki/1992_Italian_Grand_Prix;14
302;1992;14;Portuguese Grand Prix;1992-09-27;\N;http://en.wikipedia.org/wiki/1992_Portuguese_Grand_Prix;27
303;1992;15;Japanese Grand Prix;1992-10-25;\N;http://en.wikipedia.org/wiki/1992_Japanese_Grand_Prix;22
304;1992;16;Australian Grand Prix;1992-11-08;\N;http://en.wikipedia.org/wiki/1992_Australian_Grand_Prix;29
305;1991;1;United States Grand Prix;1991-03-10;\N;http://en.wikipedia.org/wiki/1991_United_States_Grand_Prix;33
306;1991;2;Brazilian Grand Prix;1991-03-24;\N;http://en.wikipedia.org/wiki/1991_Brazilian_Grand_Prix;18
307;1991;3;San Marino Grand Prix;1991-04-28;\N;http://en.wikipedia.org/wiki/1991_San_Marino_Grand_Prix;21
308;1991;4;Monaco Grand Prix;1991-05-12;\N;http://en.wikipedia.org/wiki/1991_Monaco_Grand_Prix;6
309;1991;5;Canadian Grand Prix;1991-06-02;\N;http://en.wikipedia.org/wiki/1991_Canadian_Grand_Prix;7
310;1991;6;Mexican Grand Prix;1991-06-16;\N;http://en.wikipedia.org/wiki/1991_Mexican_Grand_Prix;32
311;1991;7;French Grand Prix;1991-07-07;\N;http://en.wikipedia.org/wiki/1991_French_Grand_Prix;8
312;1991;8;British Grand Prix;1991-07-14;\N;http://en.wikipedia.org/wiki/1991_British_Grand_Prix;9
313;1991;9;German Grand Prix;1991-07-28;\N;http://en.wikipedia.org/wiki/1991_German_Grand_Prix;10
314;1991;10;Hungarian Grand Prix;1991-08-11;\N;http://en.wikipedia.org/wiki/1991_Hungarian_Grand_Prix;11
315;1991;11;Belgian Grand Prix;1991-08-25;\N;http://en.wikipedia.org/wiki/1991_Belgian_Grand_Prix;13
316;1991;12;Italian Grand Prix;1991-09-08;\N;http://en.wikipedia.org/wiki/1991_Italian_Grand_Prix;14
317;1991;13;Portuguese Grand Prix;1991-09-22;\N;http://en.wikipedia.org/wiki/1991_Portuguese_Grand_Prix;27
318;1991;14;Spanish Grand Prix;1991-09-29;\N;http://en.wikipedia.org/wiki/1991_Spanish_Grand_Prix;4
319;1991;15;Japanese Grand Prix;1991-10-20;\N;http://en.wikipedia.org/wiki/1991_Japanese_Grand_Prix;22
320;1991;16;Australian Grand Prix;1991-11-03;\N;http://en.wikipedia.org/wiki/1991_Australian_Grand_Prix;29
321;1990;1;United States Grand Prix;1990-03-11;\N;http://en.wikipedia.org/wiki/1990_United_States_Grand_Prix;33
322;1990;2;Brazilian Grand Prix;1990-03-25;\N;http://en.wikipedia.org/wiki/1990_Brazilian_Grand_Prix;18
323;1990;3;San Marino Grand Prix;1990-05-13;\N;http://en.wikipedia.org/wiki/1990_San_Marino_Grand_Prix;21
324;1990;4;Monaco Grand Prix;1990-05-27;\N;http://en.wikipedia.org/wiki/1990_Monaco_Grand_Prix;6
325;1990;5;Canadian Grand Prix;1990-06-10;\N;http://en.wikipedia.org/wiki/1990_Canadian_Grand_Prix;7
326;1990;6;Mexican Grand Prix;1990-06-24;\N;http://en.wikipedia.org/wiki/1990_Mexican_Grand_Prix;32
327;1990;7;French Grand Prix;1990-07-08;\N;http://en.wikipedia.org/wiki/1990_French_Grand_Prix;34
328;1990;8;British Grand Prix;1990-07-15;\N;http://en.wikipedia.org/wiki/1990_British_Grand_Prix;9
329;1990;9;German Grand Prix;1990-07-29;\N;http://en.wikipedia.org/wiki/1990_German_Grand_Prix;10
330;1990;10;Hungarian Grand Prix;1990-08-12;\N;http://en.wikipedia.org/wiki/1990_Hungarian_Grand_Prix;11
331;1990;11;Belgian Grand Prix;1990-08-26;\N;http://en.wikipedia.org/wiki/1990_Belgian_Grand_Prix;13
332;1990;12;Italian Grand Prix;1990-09-09;\N;http://en.wikipedia.org/wiki/1990_Italian_Grand_Prix;14
333;1990;13;Portuguese Grand Prix;1990-09-23;\N;http://en.wikipedia.org/wiki/1990_Portuguese_Grand_Prix;27
334;1990;14;Spanish Grand Prix;1990-09-30;\N;http://en.wikipedia.org/wiki/1990_Spanish_Grand_Prix;26
335;1990;15;Japanese Grand Prix;1990-10-21;\N;http://en.wikipedia.org/wiki/1990_Japanese_Grand_Prix;22
336;1990;16;Australian Grand Prix;1990-11-04;\N;http://en.wikipedia.org/wiki/1990_Australian_Grand_Prix;29
337;2010;1;Bahrain Grand Prix;2010-03-14;12:00:00;http://en.wikipedia.org/wiki/2010_Bahrain_Grand_Prix;3
338;2010;2;Australian Grand Prix;2010-03-28;06:00:00;http://en.wikipedia.org/wiki/2010_Australian_Grand_Prix;1
339;2010;3;Malaysian Grand Prix;2010-04-04;08:00:00;http://en.wikipedia.org/wiki/2010_Malaysian_Grand_Prix;2
340;2010;4;Chinese Grand Prix;2010-04-18;06:00:00;http://en.wikipedia.org/wiki/2010_Chinese_Grand_Prix;17
341;2010;5;Spanish Grand Prix;2010-05-09;12:00:00;http://en.wikipedia.org/wiki/2010_Spanish_Grand_Prix;4
342;2010;6;Monaco Grand Prix;2010-05-16;12:00:00;http://en.wikipedia.org/wiki/2010_Monaco_Grand_Prix;6
343;2010;7;Turkish Grand Prix;2010-05-30;11:00:00;http://en.wikipedia.org/wiki/2010_Turkish_Grand_Prix;5
344;2010;8;Canadian Grand Prix;2010-06-13;16:00:00;http://en.wikipedia.org/wiki/2010_Canadian_Grand_Prix;7
345;2010;9;European Grand Prix;2010-06-27;12:00:00;http://en.wikipedia.org/wiki/2010_European_Grand_Prix;12
346;2010;10;British Grand Prix;2010-07-11;12:00:00;http://en.wikipedia.org/wiki/2010_British_Grand_Prix;9
347;2010;11;German Grand Prix;2010-07-25;12:00:00;http://en.wikipedia.org/wiki/2010_German_Grand_Prix;10
348;2010;12;Hungarian Grand Prix;2010-08-01;12:00:00;http://en.wikipedia.org/wiki/2010_Hungarian_Grand_Prix;11
349;2010;13;Belgian Grand Prix;2010-08-29;12:00:00;http://en.wikipedia.org/wiki/2010_Belgian_Grand_Prix;13
350;2010;14;Italian Grand Prix;2010-09-12;12:00:00;http://en.wikipedia.org/wiki/2010_Italian_Grand_Prix;14
351;2010;15;Singapore Grand Prix;2010-09-26;12:00:00;http://en.wikipedia.org/wiki/2010_Singapore_Grand_Prix;15
352;2010;16;Japanese Grand Prix;2010-10-10;06:00:00;http://en.wikipedia.org/wiki/2010_Japanese_Grand_Prix;22
353;2010;17;Korean Grand Prix;2010-10-24;05:00:00;http://en.wikipedia.org/wiki/2010_Korean_Grand_Prix;35
354;2010;18;Brazilian Grand Prix;2010-11-07;16:00:00;http://en.wikipedia.org/wiki/2010_Brazilian_Grand_Prix;18
355;2010;19;Abu Dhabi Grand Prix;2010-11-14;13:00:00;http://en.wikipedia.org/wiki/2010_Abu_Dhabi_Grand_Prix;24
356;1989;1;Brazilian Grand Prix;1989-03-26;\N;http://en.wikipedia.org/wiki/1989_Brazilian_Grand_Prix;36
357;1989;2;San Marino Grand Prix;1989-04-23;\N;http://en.wikipedia.org/wiki/1989_San_Marino_Grand_Prix;21
358;1989;3;Monaco Grand Prix;1989-05-07;\N;http://en.wikipedia.org/wiki/1989_Monaco_Grand_Prix;6
359;1989;4;Mexican Grand Prix;1989-05-28;\N;http://en.wikipedia.org/wiki/1989_Mexican_Grand_Prix;32
360;1989;5;United States Grand Prix;1989-06-04;\N;http://en.wikipedia.org/wiki/1989_United_States_Grand_Prix;33
361;1989;6;Canadian Grand Prix;1989-06-18;\N;http://en.wikipedia.org/wiki/1989_Canadian_Grand_Prix;7
362;1989;7;French Grand Prix;1989-07-09;\N;http://en.wikipedia.org/wiki/1989_French_Grand_Prix;34
363;1989;8;British Grand Prix;1989-07-16;\N;http://en.wikipedia.org/wiki/1989_British_Grand_Prix;9
364;1989;9;German Grand Prix;1989-07-30;\N;http://en.wikipedia.org/wiki/1989_German_Grand_Prix;10
365;1989;10;Hungarian Grand Prix;1989-08-13;\N;http://en.wikipedia.org/wiki/1989_Hungarian_Grand_Prix;11
366;1989;11;Belgian Grand Prix;1989-08-27;\N;http://en.wikipedia.org/wiki/1989_Belgian_Grand_Prix;13
367;1989;12;Italian Grand Prix;1989-09-10;\N;http://en.wikipedia.org/wiki/1989_Italian_Grand_Prix;14
368;1989;13;Portuguese Grand Prix;1989-09-24;\N;http://en.wikipedia.org/wiki/1989_Portuguese_Grand_Prix;27
369;1989;14;Spanish Grand Prix;1989-10-01;\N;http://en.wikipedia.org/wiki/1989_Spanish_Grand_Prix;26
370;1989;15;Japanese Grand Prix;1989-10-22;\N;http://en.wikipedia.org/wiki/1989_Japanese_Grand_Prix;22
371;1989;16;Australian Grand Prix;1989-11-05;\N;http://en.wikipedia.org/wiki/1989_Australian_Grand_Prix;29
372;1988;1;Brazilian Grand Prix;1988-04-03;\N;http://en.wikipedia.org/wiki/1988_Brazilian_Grand_Prix;36
373;1988;2;San Marino Grand Prix;1988-05-01;\N;http://en.wikipedia.org/wiki/1988_San_Marino_Grand_Prix;21
374;1988;3;Monaco Grand Prix;1988-05-15;\N;http://en.wikipedia.org/wiki/1988_Monaco_Grand_Prix;6
375;1988;4;Mexican Grand Prix;1988-05-29;\N;http://en.wikipedia.org/wiki/1988_Mexican_Grand_Prix;32
376;1988;5;Canadian Grand Prix;1988-06-12;\N;http://en.wikipedia.org/wiki/1988_Canadian_Grand_Prix;7
377;1988;6;Detroit Grand Prix;1988-06-19;\N;http://en.wikipedia.org/wiki/1988_Detroit_Grand_Prix;37
378;1988;7;French Grand Prix;1988-07-03;\N;http://en.wikipedia.org/wiki/1988_French_Grand_Prix;34
379;1988;8;British Grand Prix;1988-07-10;\N;http://en.wikipedia.org/wiki/1988_British_Grand_Prix;9
380;1988;9;German Grand Prix;1988-07-24;\N;http://en.wikipedia.org/wiki/1988_German_Grand_Prix;10
381;1988;10;Hungarian Grand Prix;1988-08-07;\N;http://en.wikipedia.org/wiki/1988_Hungarian_Grand_Prix;11
382;1988;11;Belgian Grand Prix;1988-08-28;\N;http://en.wikipedia.org/wiki/1988_Belgian_Grand_Prix;13
383;1988;12;Italian Grand Prix;1988-09-11;\N;http://en.wikipedia.org/wiki/1988_Italian_Grand_Prix;14
384;1988;13;Portuguese Grand Prix;1988-09-25;\N;http://en.wikipedia.org/wiki/1988_Portuguese_Grand_Prix;27
385;1988;14;Spanish Grand Prix;1988-10-02;\N;http://en.wikipedia.org/wiki/1988_Spanish_Grand_Prix;26
386;1988;15;Japanese Grand Prix;1988-10-30;\N;http://en.wikipedia.org/wiki/1988_Japanese_Grand_Prix;22
387;1988;16;Australian Grand Prix;1988-11-13;\N;http://en.wikipedia.org/wiki/1988_Australian_Grand_Prix;29
388;1987;1;Brazilian Grand Prix;1987-04-12;\N;http://en.wikipedia.org/wiki/1987_Brazilian_Grand_Prix;36
389;1987;2;San Marino Grand Prix;1987-05-03;\N;http://en.wikipedia.org/wiki/1987_San_Marino_Grand_Prix;21
390;1987;3;Belgian Grand Prix;1987-05-17;\N;http://en.wikipedia.org/wiki/1987_Belgian_Grand_Prix;13
391;1987;4;Monaco Grand Prix;1987-05-31;\N;http://en.wikipedia.org/wiki/1987_Monaco_Grand_Prix;6
392;1987;5;Detroit Grand Prix;1987-06-21;\N;http://en.wikipedia.org/wiki/1987_Detroit_Grand_Prix;37
393;1987;6;French Grand Prix;1987-07-05;\N;http://en.wikipedia.org/wiki/1987_French_Grand_Prix;34
394;1987;7;British Grand Prix;1987-07-12;\N;http://en.wikipedia.org/wiki/1987_British_Grand_Prix;9
395;1987;8;German Grand Prix;1987-07-26;\N;http://en.wikipedia.org/wiki/1987_German_Grand_Prix;10
396;1987;9;Hungarian Grand Prix;1987-08-09;\N;http://en.wikipedia.org/wiki/1987_Hungarian_Grand_Prix;11
397;1987;10;Austrian Grand Prix;1987-08-16;\N;http://en.wikipedia.org/wiki/1987_Austrian_Grand_Prix;70
398;1987;11;Italian Grand Prix;1987-09-06;\N;http://en.wikipedia.org/wiki/1987_Italian_Grand_Prix;14
399;1987;12;Portuguese Grand Prix;1987-09-20;\N;http://en.wikipedia.org/wiki/1987_Portuguese_Grand_Prix;27
400;1987;13;Spanish Grand Prix;1987-09-27;\N;http://en.wikipedia.org/wiki/1987_Spanish_Grand_Prix;26
401;1987;14;Mexican Grand Prix;1987-10-18;\N;http://en.wikipedia.org/wiki/1987_Mexican_Grand_Prix;32
402;1987;15;Japanese Grand Prix;1987-11-01;\N;http://en.wikipedia.org/wiki/1987_Japanese_Grand_Prix;22
403;1987;16;Australian Grand Prix;1987-11-15;\N;http://en.wikipedia.org/wiki/1987_Australian_Grand_Prix;29
404;1986;1;Brazilian Grand Prix;1986-03-23;\N;http://en.wikipedia.org/wiki/1986_Brazilian_Grand_Prix;36
405;1986;2;Spanish Grand Prix;1986-04-13;\N;http://en.wikipedia.org/wiki/1986_Spanish_Grand_Prix;26
406;1986;3;San Marino Grand Prix;1986-04-27;\N;http://en.wikipedia.org/wiki/1986_San_Marino_Grand_Prix;21
407;1986;4;Monaco Grand Prix;1986-05-11;\N;http://en.wikipedia.org/wiki/1986_Monaco_Grand_Prix;6
408;1986;5;Belgian Grand Prix;1986-05-25;\N;http://en.wikipedia.org/wiki/1986_Belgian_Grand_Prix;13
409;1986;6;Canadian Grand Prix;1986-06-15;\N;http://en.wikipedia.org/wiki/1986_Canadian_Grand_Prix;7
410;1986;7;Detroit Grand Prix;1986-06-22;\N;http://en.wikipedia.org/wiki/1986_Detroit_Grand_Prix;37
411;1986;8;French Grand Prix;1986-07-06;\N;http://en.wikipedia.org/wiki/1986_French_Grand_Prix;34
412;1986;9;British Grand Prix;1986-07-13;\N;http://en.wikipedia.org/wiki/1986_British_Grand_Prix;38
413;1986;10;German Grand Prix;1986-07-27;\N;http://en.wikipedia.org/wiki/1986_German_Grand_Prix;10
414;1986;11;Hungarian Grand Prix;1986-08-10;\N;http://en.wikipedia.org/wiki/1986_Hungarian_Grand_Prix;11
415;1986;12;Austrian Grand Prix;1986-08-17;\N;http://en.wikipedia.org/wiki/1986_Austrian_Grand_Prix;70
416;1986;13;Italian Grand Prix;1986-09-07;\N;http://en.wikipedia.org/wiki/1986_Italian_Grand_Prix;14
417;1986;14;Portuguese Grand Prix;1986-09-21;\N;http://en.wikipedia.org/wiki/1986_Portuguese_Grand_Prix;27
418;1986;15;Mexican Grand Prix;1986-10-12;\N;http://en.wikipedia.org/wiki/1986_Mexican_Grand_Prix;32
419;1986;16;Australian Grand Prix;1986-10-26;\N;http://en.wikipedia.org/wiki/1986_Australian_Grand_Prix;29
420;1985;1;Brazilian Grand Prix;1985-04-07;\N;http://en.wikipedia.org/wiki/1985_Brazilian_Grand_Prix;36
421;1985;2;Portuguese Grand Prix;1985-04-21;\N;http://en.wikipedia.org/wiki/1985_Portuguese_Grand_Prix;27
422;1985;3;San Marino Grand Prix;1985-05-05;\N;http://en.wikipedia.org/wiki/1985_San_Marino_Grand_Prix;21
423;1985;4;Monaco Grand Prix;1985-05-19;\N;http://en.wikipedia.org/wiki/1985_Monaco_Grand_Prix;6
424;1985;5;Canadian Grand Prix;1985-06-16;\N;http://en.wikipedia.org/wiki/1985_Canadian_Grand_Prix;7
425;1985;6;Detroit Grand Prix;1985-06-23;\N;http://en.wikipedia.org/wiki/1985_Detroit_Grand_Prix;37
426;1985;7;French Grand Prix;1985-07-07;\N;http://en.wikipedia.org/wiki/1985_French_Grand_Prix;34
427;1985;8;British Grand Prix;1985-07-21;\N;http://en.wikipedia.org/wiki/1985_British_Grand_Prix;9
428;1985;9;German Grand Prix;1985-08-04;\N;http://en.wikipedia.org/wiki/1985_German_Grand_Prix;20
429;1985;10;Austrian Grand Prix;1985-08-18;\N;http://en.wikipedia.org/wiki/1985_Austrian_Grand_Prix;70
430;1985;11;Dutch Grand Prix;1985-08-25;\N;http://en.wikipedia.org/wiki/1985_Dutch_Grand_Prix;39
431;1985;12;Italian Grand Prix;1985-09-08;\N;http://en.wikipedia.org/wiki/1985_Italian_Grand_Prix;14
432;1985;13;Belgian Grand Prix;1985-09-15;\N;http://en.wikipedia.org/wiki/1985_Belgian_Grand_Prix;13
433;1985;14;European Grand Prix;1985-10-06;\N;http://en.wikipedia.org/wiki/1985_European_Grand_Prix;38
434;1985;15;South African Grand Prix;1985-10-19;\N;http://en.wikipedia.org/wiki/1985_South_African_Grand_Prix;30
435;1985;16;Australian Grand Prix;1985-11-03;\N;http://en.wikipedia.org/wiki/1985_Australian_Grand_Prix;29
436;1984;1;Brazilian Grand Prix;1984-03-25;\N;http://en.wikipedia.org/wiki/1984_Brazilian_Grand_Prix;36
437;1984;2;South African Grand Prix;1984-04-07;\N;http://en.wikipedia.org/wiki/1984_South_African_Grand_Prix;30
438;1984;3;Belgian Grand Prix;1984-04-29;\N;http://en.wikipedia.org/wiki/1984_Belgian_Grand_Prix;40
439;1984;4;San Marino Grand Prix;1984-05-06;\N;http://en.wikipedia.org/wiki/1984_San_Marino_Grand_Prix;21
440;1984;5;French Grand Prix;1984-05-20;\N;http://en.wikipedia.org/wiki/1984_French_Grand_Prix;41
441;1984;6;Monaco Grand Prix;1984-06-03;\N;http://en.wikipedia.org/wiki/1984_Monaco_Grand_Prix;6
442;1984;7;Canadian Grand Prix;1984-06-17;\N;http://en.wikipedia.org/wiki/1984_Canadian_Grand_Prix;7
443;1984;8;Detroit Grand Prix;1984-06-24;\N;http://en.wikipedia.org/wiki/1984_Detroit_Grand_Prix;37
444;1984;9;Dallas Grand Prix;1984-07-08;\N;http://en.wikipedia.org/wiki/1984_Dallas_Grand_Prix;42
445;1984;10;British Grand Prix;1984-07-22;\N;http://en.wikipedia.org/wiki/1984_British_Grand_Prix;38
446;1984;11;German Grand Prix;1984-08-05;\N;http://en.wikipedia.org/wiki/1984_German_Grand_Prix;10
447;1984;12;Austrian Grand Prix;1984-08-19;\N;http://en.wikipedia.org/wiki/1984_Austrian_Grand_Prix;70
448;1984;13;Dutch Grand Prix;1984-08-26;\N;http://en.wikipedia.org/wiki/1984_Dutch_Grand_Prix;39
449;1984;14;Italian Grand Prix;1984-09-09;\N;http://en.wikipedia.org/wiki/1984_Italian_Grand_Prix;14
450;1984;15;European Grand Prix;1984-10-07;\N;http://en.wikipedia.org/wiki/1984_European_Grand_Prix;20
451;1984;16;Portuguese Grand Prix;1984-10-21;\N;http://en.wikipedia.org/wiki/1984_Portuguese_Grand_Prix;27
452;1983;1;Brazilian Grand Prix;1983-03-13;\N;http://en.wikipedia.org/wiki/1983_Brazilian_Grand_Prix;36
